link,title,location,price,summary_description,square_meters,rent,number_of_rooms,deposit,floor_level,building_type,available_from,balcony_garden_terrace,remote service,completion,ownership,rent_to_students,equipment,media_types,heating,security,windows,elevator,parking_space,build_year,building_material,additional_information
https://www.otodom.pl/pl/oferta/katowice-uniwersytecka-kawalerka-ID4pkVt,Katowice Uniwersytecka - kawalerka,"ul. Uniwersytecka, Śródmieście, Katowice, śląskie",1 200 zł,"Przytulna kawalerka wolna od zaraz - super lokalizacja w samym centrum Katowic!

Mieszkanie usytuowane na 3 piętrze w wysokim bloku przy ulicy Uniwersyteckiej.Mieszkanie składa się z pokoju z kuchnią w formie aneksu oraz łazienki z WC oraz przedpokoju.

Ogrzewanie miejskie.
Opłaty miesięczne: 1200 zł + 350 zł czynsz administracyjny + media wg zużycia (woda, prąd, gaz, śmieci)

Niniejsze ogłoszenie jest informacją handlową i nie może być uznawane za ofertę handlową w rozumieniu art. 66 Kodeksu Cywilnego . Kontakt: 602643465, 666871426
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Krystyna Polko",20 m²,350 zł/miesiąc,1,1 550 zł,3/13,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, kuchenka, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,brak informacji,brak informacji,wielka płyta,tylko dla niepalących
https://www.otodom.pl/pl/oferta/2-pokoje-siemianowice-slaskie-bytkow-ID4pkVv,2 pokoje Siemianowice Śląskie Bytków,"Bytków, Siemianowice Śląskie, śląskie",1 800 zł,"Dwupokojowe mieszkanie w świetnej lokalizacji - Siemianowice Śląskie Bytków ul. Wróblewskiego.
Mieszkanie składa się z dwóch pokoi (salonu, sypialni), kuchni w formie aneksu oddzielonej ścianką od salonu, łazienki z WC oraz przedpokoju.Mieszkanie w pełni umeblowane i wyposażone. Gotowe do wejścia od zaraz.Usytuowane na 10 piętrze, w wysokim, dziesięciopiętrowym bloku w spokojnej i zielonej okolicy.
Bliskie sąsiedztwo Parku Śląskiego.Opłaty miesięczne: czynsz najmu 1800 zł + czynsz administracyjny 370 zł + media wg zużycia (woda, prąd, gaz, śmieci)Niniejsze ogłoszenie jest informacją handlową i nie może być uznawane za ofertę handlową w rozumieniu art. 66 Kodeksu Cywilnego . Kontakt: 602643465, 666871426Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Krystyna Polko",38 m²,370 zł/miesiąc,2,,10/10,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, kuchenka, telewizor, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,brak informacji,brak informacji,wielka płyta,brak informacji
https://www.otodom.pl/pl/oferta/piekne-3-niezalezne-pokoje-59-m2-os-tysiaclecia-ID3i2ba,Piekne 3 niezalezne pokoje - 59 m2 oś Tysiąclecia,"ul. Piastów, Osiedle Tysiąclecia, Katowice, śląskie",2 500 zł,"Opis

Mieszkanie z 3 niezależnymi pokojami do wynajęcia - nowy świeżo wyremontowany ( dla 3 osob ), o powierzchni 59m2 położony na Os. Tysiąclecia - bardzo blisko centrum oraz parku śląskiego.

ROZKŁAD:- kuchnia z balkonem - duży pokój    ( 2 osoby ) - Średni pokój ( widok na wschód )  - 1 osoba- średni pokój ( widok na południe )  - 1 osoba- przedpokój + garderoba- łazienka z ubikacją

STANDARD:Bardzo Wysoki. Kuchnia jest w pełni wyposażona w sprzęt AGD (piekarnik , płyta gazowa, lodówka z zamrażalką, pralke ). W dużym pokoju oprócz 2 łożek ( połączonych w jedno 180cm ) znajduje się TV , łazienka jest wyposażona jest w prysznic walk-in , w przedpokoju znajduje się garderoba. Reansumujac - mieszkanie w pełni umeblowane - w całośći w klepie IKEA .

LOKALIZACJA:Nie daleko bloku gdzie jest zlokalizowane mieszkanie znajduje się Park Śląski, doskonała komunikacja z centrum, 200m na przystanek autobusowy oraz tramwajowy.
W miare dobra możliwość parkowania pod blokiem oraz za szlabanem ( z chipem )

Cena wynajmu 2500 zł ( Plus  czynsz ) media płatne osobno - prąd, gaz, ogrzewanie, woda, WiFi i TV. ( około 626 zł - dla 3 osob )

Uwaga wszystkie instalacje wymienione na energooszczędne oraz ekonomiczne - minimalne straty energii w tym mieszkaniu.

Mieszkanie idealnie przystosowane jest dla 3 osob. W mieszkaniu znajdują nie 3 sypialnie , brak salonu.

Kaucja zwrotna wysokość jednego czynszu 2500zł!

Powyższe ogłoszenie ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.

mieszkanie dostępne od 25 grudnia.

Nie wynajmuje rodzinom z psami z dziecmi oraz palącym.",59 m²,515 zł/miesiąc,3,2 500 zł,10/14,blok,2019-07-16,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,tak,brak informacji,brak informacji,brak informacji,tylko dla niepalących
https://www.otodom.pl/pl/oferta/2-pokoje-niwka-po-generalnym-remoncie-ID4ozVs,2 pokoje Niwka po generalnym remoncie,"ul. Adama Śliwki, Niwka, Sosnowiec, śląskie",1 690 zł,"Mam do wynajmu mieszkanie o powierzchni 35 m2, 2 pokoje po generalnym remoncie znajduje sie na 1 pietrze w 4 piętrowym bloku, zostan pierwszym najemcą, mieszkanie składa sie z kuchnia, sypialnia, salon, przedpokój, łazienka z WC.

- Łazienka w nowoczesnej glazurze, z wanną 
- kuchnia nowa lodówka, pralka, płyta gazowa i piekarnik wszystko na gwarancji nowe
- Solon wyposażony w nowe meble i tv szafa, komoda, witryna, szafka rtv, stół i krzesła wszystko nowe na gwarancji 
- drugi pokoj pusty z balkonem, możliwość umeblowania przezemnie
- Mieszkanie jest po generalnym remoncie, wykończone najwyższej jakości materiałami.
- Na podłogach panele i terakota.
- Do mieszkania przynależy piwnica.
Ciepła woda z sieci, CO miejskie, Balkon 


OTOCZENIE

Mieszkanie jest dobrze skomunikowane z centrum miasta i aglomeracją. 
do 200m od mieszkania:
- żłobek, przedszkolele,  sklep spożywczy, przychodnia lekarska, przystanek autobusowy i tramwajowy 
Do 500m od mieszkania: 
- Biedronka, Aldii, Rosman, Pepco,
Do 3 km od mieszkania 
- pkp Mysłowice, Amazon, Fabryka Maszyn Gorniczych, Bitron, Cebi, wyjazd na trasę S1 i A4, podstrefa ekonomiczna 

CENA: 1690PLN/miesięcznie 
+ CZYNSZ ok 500zl z zaliczka na wode dla 1-2 osób 
+ MEDIA Według złurzycia 
+ notarisz ( umowa najmu okazjonalnego ) możliwa inna forma zabezpieczenia bez umowy najmu okazjonalnego, np wyższa kaucia, weksel itp

KAUCJA: 2500 PLN

UMOWA NA ROK CZASU
 
Oferta bez pośredników",35 m²,500 zł/miesiąc,2,2 500 zł,1/4,blok,,balkon,Obsługa zdalnatak,do zamieszkania,prywatny,brak informacji,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,miejskie,brak informacji,plastikowe,nie,brak informacji,1980,cegła,piwnica
https://www.otodom.pl/pl/oferta/mieszkanie-sosnowiec-kalinowa-ID4pkZA,Mieszkanie Sosnowiec Kalinowa,"ul. Kalinowa, Dańdówka, Sosnowiec, śląskie",1 600 zł,"Do zaoferowania mam słoneczne i komfortowe mieszkanie o powierzchni 49 m2 polozone na pierwszym pietrze w 4 piętrowym bloku.
-Przedpokój z zabudowaną szafą;-pokój dzienny z balkonem z narożnikiem z funkcją spania, dużą szafą, rozkładanym stolikiem kawowym;- kuchnia (lodówka, piekarnik, zmywarka, stolik z krzesełkami);- drugi pokój, - łazienka ( pralka) wraz z wc. Obecnie w małym pokoju znajduje się łóżko sypialniane które może zostać za dodatkową opłatą. Pokój również może pozostać pusty do własnej aranżacji zgodnie z przeznaczeniem sypialnia / pokój dla dziecka. Mieszkanie umeblowane, gotowe do zamieszkania bez telewizora lub z telewizorem za dodatkową opłatą. Do dyspozycji pozostaje również piwnica.Blok zadbany, po termomodernizacji. Dogodna lokalizacja. Spokojna, zielona i przyjazna okolica.Osiedle z placem zabaw dla dzieci. W najbliższym sąsiedztwie znajduje się park i basen.W pobliżu sklepy, restauracja i komunikacja miejskaMiejsca parkingowe ogólnodostępne przed blokiem.Dostępność od 1 kwietnia.
Koszty: 1600zł odstępne + czynsz 422 zł (f. remontowy i eksploatacyjny, śmieci + zaliczka za wodę) + ogrzewanie, prąd wg zużycia.Kaucja: 3000zł.Najem okazjonalny.
Zapraszam do kontaktu.",49 m²,,2,3 000 zł,1/4,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,drzwi / okna antywłamaniowe,plastikowe,nie,garaż/miejsce parkingowe,brak informacji,brak informacji,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/kawalerka-na-osiedlu-tysiaclecia-wolna-od-zaraz-ID4pkVb,Kawalerka na Osiedlu Tysiąclecia wolna od zaraz,"Osiedle Tysiąclecia, Katowice, śląskie",1 450 zł,"Przytulna kawalerka na Osiedlu Tysiąclecia wolna od zaraz.Mieszkanie usytuowane na 10 piętrze w wysokim bloku z windami.Na mieszkanie składają się duży pokój z wyjściem na balkon, widna kuchnia, przedpokój oraz łazienka z WC. Mieszkanie w pełni umeblowane i wyposażone.Ogrzewanie miejskie.Opłaty miesięczne: 1450 zł czynsz najmu + 450 czynsz administracyjny + media wg zużycia (woda, prąd, gaz, śmieci)Niniejsze ogłoszenie jest informacją handlową i nie może być uznawane za ofertę handlową w rozumieniu art. 66 Kodeksu Cywilnego . Kontakt: 602643465, 666871426Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Krystyna Polko",37 m²,500 zł/miesiąc,1,1 950 zł,10/18,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,brak informacji,brak informacji,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/nowe-mieszkanie-francuska-park-garaz-ID4pkpp,Nowe mieszkanie Francuska Park garaż,"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",2 400 zł,"Dzień dobry,
Oferuję do wynajęcia nowoczesne mieszkanie na nowo wybudowanym osiedlu Francuska Park przy ulicy Szybowcowej w Katowicach. Mieszkanie posiada 40m2 oraz 9 m2 balkon.Salon połączony z kuchnią, zawiera wszystkie niezbędne meble i sprzęty AGD, wszystkie nowe. W sypialni znajduje się łóżko oraz wygodne biurko do pracy zdalnej.Łazienka dla największej wygodny posiada prysznic typu walk-in.Do mieszkania przynależy miejsce parkingowe w garażu podziemnym.

Atuty w pigułce: Pierwszy najemca - wszystkie sprzęty i wyposażenie nowe, komplet AGD-RTV (pralka, lodówka, zmywarka, płyta indukcyjna, mikrofalówka, telewizor z androidem 65 cali), stół z krzesłami, bez wizyt u notariusza, wszędzie blisko: do centrum w kilka minut, bliski wyjazd do A4.
Dodatkowe informacje:
- umowa na czas określony minimum 1 rok,
- kaucja 4000 zł,
- miejsce garażowe dodatkowo płatne 200 zł,
- zwierzęta mile widziane",40 m²,450 zł/miesiąc,2,4 000 zł,1/8,apartamentowiec,,taras,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,tak,garaż/miejsce parkingowe,2023,brak informacji,tylko dla niepalących
https://www.otodom.pl/pl/oferta/duza-kawalerka-do-zamieszkania-dobre-warunki-ID4oOKQ,duża kawalerka / do zamieszkania / dobre warunki,"ul. Powstańców, Śródmieście, Katowice, śląskie",1 650 zł,"Geltag Sp. z o. o. ma przyjemność zaprezentować kawalerkę do wynajęcia i o powierzchni 25 mkw z oddzielną kuchnią i łazienką, położonej na parterze urokliwego bloku. Mieszkanie jest w pełni wyposażone, ciepłe i świeżo odnowione, gotowe na przyjęcie nowego najemcę.

Szczegóły Nieruchomości:

Powierzchnia: 25 mkw
Układ pomieszczeń: Kawalerka z oddzielną kuchnią i łazienką
Piętro: Parter
Wyposażenie: Mieszkanie w pełni wyposażone, gotowe do zamieszkania

Lokalizacja:
Nieruchomość znajduje się w jednej z najstarszych dzielnic miasta, z bogatą historią i malowniczymi widokami. Vis-à-vis bloku stoi imponująca Archikatedra Chrystusa Króla, a Plac Świętego Jana Pawła II zapewnia idealne miejsce do odpoczynku od miejskiego zgiełku. W okolicy znajduje się pełen zakres usług i udogodnień.

W promieniu 500 metrów od mieszkania znajdują się:

Ponad 10 restauracji
4 apteki
Przychodnie lekarskie
Weterynarz
Butiki
Kino-teatr Rialto
Urząd Marszałkowski
Śląski Urząd Wojewódzki
Sąd Okręgowy
Pałac Młodzieży
2 markety
Żabka (w sąsiednim budynku)

Tylko kilometr dzieli od Galerii Katowickiej i głównego dworca Katowice. Dzielnica charakteryzuje się obecnością ścieżek rowerowych, szerokich chodników, a ulice są myte dwa razy w tygodniu. To idealne miejsce dla tych, którzy cenią sobie czystość, spokój i urok historycznej atmosfery, jednocześnie korzystając z dogodnego dostępu do wszystkich miejskich udogodnień.

Ta kawalerka oferuje nie tylko komfortowe warunki mieszkalne, ale także wyjątkową lokalizację w jednej z najpiękniejszych dzielnic Katowic. Idealna dla osób ceniących wygodę, spokój i bliskość do wszystkich ważnych punktów miasta. Zapraszamy do kontaktu i obejrzenia tego wyjątkowego miejsca!
Opłaty: Czynsz do spółdzielni z zaliczką za wodę i ogrzewanie - 680 zł/msc
Opłata za najem lokalu - 1650 zł/msc / dwie osoby 1750 zł Kaucja - 3000 zł / jendorazowo / zwrotna Prowizja - 1650 zł / jednorazowo Dodatkowo prąd wg zużycia. UWAGA! mieszkanie dostępne od 1 marca 2024. 
Zapraszamy do doświadczenia wyjątkowego stylu życia w centrum Katowic. 

Osoba odpowiedzialna za ogłoszenie:
Szymon Janik
(numer zawodowej licencji pośrednika Krajowej Izby Gospodarki Nieruchomościami - 1586)
Współpracujemy z innymi biurami nieruchomości. Nasza firma jest zarejestrowanym przez KNF pośrednikiem kredytu hipotecznego i konsumenckiego. Oferujemy kompleksową obsługę zakupu/sprzedaży nieruchomości.Przedstawione informacje nie stanowią oferty handlowej w rozumieniu art. 66 §1 kodeksu cywilnego oraz innych przepisów prawnych.",25 m²,680 zł/miesiąc,1,3 000 zł,parter/6,blok,,,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,tak,"zmywarka, lodówka, meble, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",plastikowe,tak,brak informacji,brak informacji,cegła,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/nowe-2-pokoje-os-1000lecia-katowice-ID4plcS,Nowe 2 pokoje os.1000lecia Katowice,"Osiedle Tysiąclecia, Katowice, śląskie",2 800 zł,"Na wynajem  mieszkanie świeżo po remoncie - pierwszy najemca. 

Lokal znajduje się na 13 piętrze w budynku 16 piętrowym.

39 metrowe mieszkanie składa  się z salonu z aneksem kuchennym, sypialni, łazienki  i sporego przedpokój. Na całej szerokości mieszkania ciągnie się balkon z widokiem na zachód. 

Mieszkanie wyposażone jest w nowe AGD (płytę indukcyjną, zmywarkę, lodówkę, pralkę) oraz spory telewizor. Ogrzewanie jest z sieci miejskiej natomiast ciepła woda z gazowego pieca firmy junkers. 

Koszt wynajmu to 2800zl miesięcznie, dodatkowo po stronie najemcy leżą opłaty za gaz, prąd (przepisanie liczników na najemcę) i internet - mieszkanie jest w strefie szybkiego internetu UPC.

Mieszkanie jest w super miejscu, zaraz pod blokiem jest przystanek autobusowy, a w zasięgu 5min spacerem przystanek tramwajowy - co zapewnia szybki i łatwy dojazd zarówno do Katowic jak i Chorzowa. 
Dużym atutem tej lokalizacji jest zielone otoczenie - Park Śląski , Staw Maroko. 
W najbliższym otoczeniu: poczta, dom kultury, szkoła, przedszkole i liczne sklepy.","38,5 m²",,2,2 800 zł,> 10/16,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, kuchenka, telewizor, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,brak informacji,brak informacji,wielka płyta,brak informacji
https://www.otodom.pl/pl/oferta/idealne-dla-pary-blisko-komunikacji-i-centrum-ID4ple7,Idealne dla pary / blisko komunikacji i Centrum,"ul. gen. Henryka Dąbrowskiego, Centrum, Chorzów, śląskie",1 650 zł,"Oferujemy Państwu do wynajęcia mieszkanie 2 pokojowe po remoncie zlokalizowane na ul. Dąbrowskiego 30 w Chorzowie.Mieszkanie o pu 30m2 składa się z salonu z aneksem kuchennym, osobnej sypialni, łazienki z WC oraz przedpokoju z zabudowaną szafą. Wszystkie pomieszczenia są stylowo umeblowane oraz urządzone.Pokój dzienny wyposażony w sofę, okrągły stolik z 3 krzesłami, komodę pod TV oraz aneks kuchenny wyposażony w niezbędne sprzęty ( lodówka, płyta indukcyjna, mikrofalówka). Część sypialnia wyposażona jest w łóżko.Łazienka w kaflach. Na wyposażeniu kabina prysznicowa, WC, umywalka oraz pralka. Okna PCV.Koszty najmu 1650 zł/mc + media i opłaty administracyjne ok 550 zł .Kaucja - 2000 złWymagane aby Najemca wykupił polisę OC Najemcy - koszt 60 zł rocznie.Niniejsze ogłoszenie nie stanowi oferty w rozumieniu art. 66 kc. Bliższe informacje dostępne pod podanym numerem telefonu. W bezpośrednim sąsiedztwie również znajdują się liczne sklepy ( najbliższy zaledwie 1 min od mieszkania ), lokale usługowe, restauracje ( Kraken Restopub, Kartel, Pierogarnia , Minibrowar Reden) oraz szkoły ( m.in. Liceum Ogólnokształcące im M. Skłodowskiej Curie, Szkoła podstawowa nr 1 im. J. Korczaka ) i Teatr Rozrywki obok którego znajduje się Tężnia Solankowa oraz bardzo przyjemny Park Hutników.A w zasięgu ręki znajdują się również :• przystanki komunikacji miejskiej (tramwajowe i autobusowe) ok 100m, co umożliwia nam szybki dojazd do centrum Katowic (około 15 min) oraz do miast ościennych (Bytom , Ruda Śląska, Siemianowice Śląskie, Świętochłowice).",30 m²,,2,2 000 zł,3/4,kamienica,2022-07-15,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, kuchenka, pralka",brak informacji,inne,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,cegła,brak informacji
https://www.otodom.pl/pl/oferta/wynajme-kawalerke-ID4pkIA,wynajme kawalerke,"ul. gen. Józefa Sowińskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",1 400 zł,"Wynajme kawalerke 31m Katowice osiedle Paderewskiego blisko centrum.Lokal świeżo odnowiony.Kuchnia-nowe meble i sprzęt AGD,pokój-nowe meble i TV,ogrzewanie miejskie,piętro 8 z balkonem.Mile widziana osoba samotna pracująca lub z partnerem.Koszt 1400 +470 (czynsz administracyjny z wodą ) dodatkowo prąd +gaz Kaucja 2000 Tel.535459969",31 m²,470 zł/miesiąc,1,2 000 zł,8,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"lodówka, meble, kuchenka, telewizor, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,brak informacji,brak informacji,wielka płyta,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/przytulny-apartament-cosy-appartment-ID4iRIh,Przytulny apartament / Cosy Appartment,"Dębowe Tarasy, Dąb, Katowice, śląskie",2 150 zł,"Przytulny apartament do wynajęcia składający się z salonu z aneksem kuchennym, sypialni, łazienki z WC, oraz balkonu. Mieszkanie jest wyposażone w pralkę, zmywarkę, kuchenkę wraz z piekarnikiem a także telewizor (jeśli jest taka potrzeba) oraz wszelkie niezbędne wyposażenie jak naczynia, czajnik, żelazko itp.

Apartament jest zlokalizowany na osiedlu DĘBOWE TARASY. Osiedle zamknięte z ochroną i monitoringiem przez 24h, w sąsiedztwie centrum handlowe Silesia City Centrum i Park. Możliwość parkowania auta na terenie osiedla DĘBOWE TARASY oraz na zewnątrz osiedla.

Czynsz najmu: 2150 PLN + czynsz: 380 PLN + mediaWymagana kaucja: 4300 PLN

*********W pobliżu :200m - Silesia City Center (Centrum Handlowe)200m - Siłownia i Fitness, Apteka 24h250m - Przystanek Autobusowy (108, 109, 662,) i tramwajowy (0, 1, 6, 11, 19, 23, 33) 200m - Aldi (Supermarket)700m - Park Śląski 
Cosy flat for rent consisting of a living room with kitchenette, bedroom, bathroom with toilet, and balcony. The flat is equipped with a washing machine, dishwasher, cooker with oven as well as a TV (if required) and all necessary equipment such as dishes, kettle, iron, etc.

The flat is located on the estate DĘBOWE TARASY. Closed area with 24-hour security and monitoring, in the vicinity of the Silesia City Centrum shopping centre and Park area. Possibility to park a car on the estate DĘBOWE TARASY area and outside.

Rent: 2150 PLN + rent: 380 PLN + utilitiesDeposit required: 4300 PLN

Nearby :200m - Silesia City Center (Shopping Mall)200m - Gym and Fitness, 24h pharmacy250m - Bus stop (108, 109, 662,) and tram stop (0, 1, 6, 11, 19, 23, 33) 200m - Low cost supermarket700m - Park Śląski (ZOO, hudge green parks and leisure area, bike and jogging tracks,...)",32 m²,380 zł/miesiąc,2,4 300 zł,1/5,apartamentowiec,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,brak informacji,2021,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/umeblowane-i-wyposazone-m-2-aktualne-ID4olUF,Umeblowane i wyposażone M-2. Aktualne.,"Będzin, będziński, śląskie",1 500 zł,"Oferujemy do wynajęcia zadbane mieszkanie typu M-2 zlokalizowane przy ul. Zwycięstwa w Będzinie.Mieszkanie w pełni umeblowane i wyposażone w sprzęt AGD. Jeden, duży i ustawny pokój. W pomieszczeniu na podłodze panele, ściany- gładź. Widna kuchnia z meblami na wymiar. Łazienka razem z w.c. wykafelkowana. Przedpokój wyposażony w zabudowaną szafę.Okna PCV. Centralne ogrzewanie z sieci miejskiej, ciepła woda z piecyka typu ""Junkers"". Spokojna okolica bloków o niskiej zabudowie. W pobliżu sklepy i komunikacja miejska. Dobry dojazd do trasy Warszawa-Katowice.
Kwota 1500 zł zawiera czynsz i i opłatę za centralne ogrzewanie. Dodatkowo płata woda według zużycia.Zapraszamy do obejrzenia. Mieszkanie wolne od 2.01.2024 roku..",30 m²,1 zł/miesiąc,1,1 500 zł,2/4,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,brak informacji,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-ID4pkGj,Wynajmę mieszkanie.,"ul. Stanisława Witczaka, Śródmieście, Bytom, śląskie",1 800 zł,"Wynajmę mieszkanie po kapitalnym remoncie. Przytulne, widne, w samym centrum miasta. W okolicy znajdują się sklepy spożywcze.",44 m²,,2,3 000 zł,6,blok,,balkon,Obsługa zdalnaZapytaj,,prywatny,brak informacji,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,miejskie,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/3-pok-po-generalnym-remoncie-ID4pkKq,3 pok. po generalnym remoncie,"ul. Sokolska, Koszutka, Katowice, śląskie",2 700 zł,"Do wynajęcia 3 pokojowe mieszkanie po generalnym remoncie na 1 piętrze w kameralnej kamienicy.
Salon z kuchnią oraz dwie sypialnie.

Mieszkanie przeszło właśnie generalny remont. Wymienione są wszystkie instalacje, wycyklinowany dębowy parkiet, nowa kuchnia i szystkie sprzęty AGD, nowa łazienka.
W mieszkaniu nikt jeszcze nie mieszkał po remoncie.

Obecnie w mieszkaniu jest nowy dębowy stół oraz krzesła, w pokojach i przedpokoju zabudowa na wymiar.
Pozostałe umeblowanie do uzgodnienia z najemcą.

Ekspozycja wschód-zachód, kameralna, 3 piętrowa kamienica, ocieplona, z odnowioną elewacją. Ogrzewanie miejskie. Miejsca parkingowe ogólnodostępne. Dostęp do piwnicy.
Idealna lokalizacja - zielony plac Grunwaldzki po drugiej stronie ulicy, w okolicy całe zaplecze usługowo-kulturalne.

Najem jedynie okazjonalny, długoterminowy, min. rok. Jedynie dla osób niepalących.

Opłaty:
czynsz najmu 2700 zł plus opłaty administracyjne (do rozliczenia, w zależności od liczby osób) ok 550 zł, w tym zaliczka na ogrzewanie, wodę oraz ścieci. Dodatkowo prąd i ew. internet.

Wolne od zaraz.
Oferta bezpośrednia, nie jestem zainteresowana współpracą z agencjami.",44 m²,550 zł/miesiąc,3,3 000 zł,1/3,kamienica,,,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,nie,brak informacji,1951,cegła,"piwnica, tylko dla niepalących"
https://www.otodom.pl/pl/oferta/noclegi-pracownicze-kwatery-dabrowa-gornicza-ID4js24,Noclegi pracownicze Kwatery Dąbrowa Górnicza,"ul. Marcina Kasprzaka 84, Tworzeń, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie",750 zł,"Do wynajęcia pokoje 2 oraz 3 osobowe wyposażone w
- Prywatną łazienkę
- Telewizor
- Lodówka
- oraz wszystkie najpotrzebniejsze przybory kuchenne.
Na terenie obiektu dostępna pralnia oraz duża kuchnia.
Pokoje czyste i świeże.

70 miejsc noclegowych w jednym miejscu.
Obiekt jest zlokalizowany w Dąbrowie Górniczej przy Ul. Marcina Kasprzaka 84.
500 m od Huty Katowice w przeszłości był 3 gwiazdkowym hotelem Posiada duży parking.
Cena 25 zł netto za dobę (wystawiam fakturę VAT )
Dziękuję.

Możliwość najmu na krótszy okres. Tel. 519 162 702.
Cena 25 zł/doba obowiązuje przy wynajmie nie krótszym niż miesiąc.

Здам кімнати на 2 та 3 місця, укомплектовані:
- роздільний санвузол
- Телебачення (переважно Smart TV)
- Холодильник
- та все найнеобхідніше кухонне начиння.
На території є пральня та велика кухня.
Номери чисті та свіжі.

70 ліжок на одному місці.
Заклад знаходиться в Домброві-Гурнічі за адресою вул. Марчін Каспржак 84.
500 м від Huta Katowice, в минулому це був 3-зірковий готель, з великою автостоянкою.
Ціна 25 злотих нетто за день (я виставляю рахунок ПДВ)
Дякую тобі.

Ціна 25 злотих/день при оренді мінімум на місяць.",35 m²,1 zł/miesiąc,więcej niż 10,,1/1,,,ogródek,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",brak informacji,monitoring / ochrona,brak informacji,nie,garaż/miejsce parkingowe,2004,brak informacji,"piwnica, dwupoziomowe, pom. użytkowe"
